plant_id,filename,area_pixels,width,height,color_freq_1_hex,color_freq_1_pct,color_freq_2_hex,color_freq_2_pct,color_freq_3_hex,color_freq_3_pct,color_freq_4_hex,color_freq_4_pct,color_freq_5_hex,color_freq_5_pct,color_perceptual_1_hex,color_perceptual_1_pct,color_perceptual_2_hex,color_perceptual_2_pct,color_perceptual_3_hex,color_perceptual_3_pct,color_perceptual_4_hex,color_perceptual_4_pct,color_perceptual_5_hex,color_perceptual_5_pct,color_saliency_1_hex,color_saliency_1_pct,color_saliency_2_hex,color_saliency_2_pct,color_saliency_3_hex,color_saliency_3_pct,color_saliency_4_hex,color_saliency_4_pct,color_saliency_5_hex,color_saliency_5_pct,color_botanical_1_hex,color_botanical_1_pct,color_botanical_2_hex,color_botanical_2_pct,color_botanical_3_hex,color_botanical_3_pct,color_botanical_4_hex,color_botanical_4_pct,color_botanical_5_hex,color_botanical_5_pct,color_chroma_1_hex,color_chroma_1_pct,color_chroma_2_hex,color_chroma_2_pct,color_chroma_3_hex,color_chroma_3_pct,color_chroma_4_hex,color_chroma_4_pct,color_chroma_5_hex,color_chroma_5_pct,color_visual_1_hex,color_visual_1_pct,color_visual_2_hex,color_visual_2_pct,color_visual_3_hex,color_visual_3_pct,color_visual_4_hex,color_visual_4_pct,color_visual_5_hex,color_visual_5_pct,family,genus,species
KW_T_423_1_0080R,KW_T_423_1_0080R.tif_segmented.png,433510,2972,3651,#929377,5.41,#7c7b65,5.23,#595d4d,5.23,#606454,5.1,#85876e,4.76,#b9bc88,3.86,#b1ad82,3.39,#a39c79,3.41,#bcb2a7,3.33,#515545,3.75,#bcb2a7,3.33,#b0ac98,3.87,#b9bc88,3.86,#b1ad82,3.39,#a39c79,3.41,#b9bc88,3.86,#b1ad82,3.39,#7c7b65,5.23,#85876e,4.76,#929377,5.41,#bdbf8c,1.74,#b7ba86,2.21,#acaa83,1.47,#929879,1.34,#8a9072,1.91,#bcb2a7,3.33,#b0ac98,3.87,#b9bc88,3.86,#b1ad82,3.39,#a39c79,3.41,,Verbena,Verbena officinalis
KW_T_423_1_0082R,KW_T_423_1_0082R.tif_segmented.png,1405361,2976,3647,#a19b79,5.28,#8a8166,4.51,#968e6f,4.37,#bfb698,4.3,#6c604b,4.25,#d6d38a,1.07,#bfb698,4.3,#625542,2.61,#6c604b,4.25,#aea886,3.32,#d6d38a,1.07,#968e6f,4.37,#8a867b,1.66,#8a8166,4.51,#80755c,4.18,#d6d38a,1.07,#776a53,3.97,#aea886,3.32,#80755c,4.18,#a19b79,5.28,#d9d688,0.67,#c5bd88,0.57,#d3ca99,0.83,#969773,2.07,#a1a27e,2.09,#d6d38a,1.07,#968e6f,4.37,#8a867b,1.66,#8a8166,4.51,#80755c,4.18,,Eriophorum,Eriophorum angustifolium
KW_T_423_1_0084R,KW_T_423_1_0084R.tif_segmented.png,822477,2984,3667,#6f6b54,5.51,#827960,5.23,#dbd472,5.08,#5b5b47,5.0,#e0dd85,4.91,#dbd472,5.08,#e0dd85,4.91,#cebf65,4.27,#bea953,2.18,#958043,1.16,#c19895,1.06,#bfb795,4.18,#b0a789,3.36,#9d8470,1.31,#9d9879,4.15,#dbd472,5.08,#e0dd85,4.91,#cebf65,4.27,#bea953,2.18,#a89551,2.33,#ded872,3.62,#d6c660,2.32,#e3e084,3.26,#bda955,1.94,#ae9948,1.27,#c19895,1.06,#bfb795,4.18,#b0a789,3.36,#9d8470,1.31,#9d9879,4.15,,Galium,Galium verum
KW_T_423_1_0086R,KW_T_423_1_0086R.tif_segmented.png,982522,2988,3659,#888975,7.34,#7e7f6b,7.29,#afb2a0,7.22,#91937e,7.21,#a5a896,6.86,#814445,1.4,#b2b477,2.72,#b77878,1.05,#ad696c,0.79,#c3c3a0,6.43,#c3c3a0,6.43,#afb2a0,7.22,#b77878,1.05,#545644,3.07,#9b9b68,1.63,#ad696c,0.79,#9b5b5d,0.96,#b77878,1.05,#814445,1.4,#b2b477,2.72,#954f52,0.56,#af6a6d,0.88,#9b5f5f,0.64,#b87879,1.02,#824747,0.72,#c3c3a0,6.43,#afb2a0,7.22,#b77878,1.05,#545644,3.07,#9b9b68,1.63,,Cynoglossum,Cynoglossum officinale
KW_T_423_1_0088R,KW_T_423_1_0088R.tif_segmented.png,1233051,2992,3663,#878063,4.6,#a7a47f,4.45,#8f896a,4.44,#969273,4.01,#b1ab94,3.83,#c9c985,1.06,#bebd8b,1.79,#b0b27f,3.5,#c0bba3,3.52,#a0986c,2.68,#c0bba3,3.52,#625a49,1.54,#6c654f,2.69,#746e57,3.0,#7d785f,3.59,#c9c985,1.06,#bebd8b,1.79,#a7a47f,4.45,#a0986c,2.68,#7d785f,3.59,#cbcc87,0.84,#c1c28a,1.11,#b8b982,1.66,#a69a6c,1.18,#adaa86,2.15,#c0bba3,3.52,#625a49,1.54,#6c654f,2.69,#746e57,3.0,#7d785f,3.59,,Scandix,Scandix pecten-veneris
KW_T_423_1_0090R,KW_T_423_1_0090R.tif_segmented.png,1197233,2990,3655,#5f614c,10.96,#6b6c54,9.21,#7a795d,8.0,#8b8869,6.85,#545644,6.76,#c4be93,2.25,#b0ae83,3.92,#5f614c,10.96,#6b6c54,9.21,#9d9978,4.65,#afab97,1.94,#8b8887,1.59,#79777e,2.15,#c4be93,2.25,#6c6c72,2.65,#424448,3.62,#4b4e54,4.04,#c4be93,2.25,#b0ae83,3.92,#7a795d,8.0,#d3cb9d,0.93,#b8bb8b,1.07,#a7a47e,1.4,#d6cfa9,1.21,#a29b72,1.07,#afab97,1.94,#8b8887,1.59,#79777e,2.15,#c4be93,2.25,#6c6c72,2.65,,Hyacinthoides,Hyacinthoides × massartiana
KW_T_423_1_0092R,KW_T_423_1_0092R.tif_segmented.png,871990,2992,3651,#807b62,5.74,#898469,5.6,#77735b,5.59,#6d6c54,5.24,#d6cf76,5.04,#d6cf76,5.04,#beb269,2.18,#c4bf88,2.19,#a39257,1.62,#bcaa9c,4.67,#bcaa9c,4.67,#b0ac8a,4.39,#d6cf76,5.04,#a69a88,3.1,#beb269,2.18,#d6cf76,5.04,#beb269,2.18,#a39257,1.62,#c4bf88,2.19,#807b62,5.74,#d8d273,2.49,#d8d47f,1.71,#cbc06b,1.13,#ccc57b,1.0,#b9ad67,1.39,#bcaa9c,4.67,#b0ac8a,4.39,#d6cf76,5.04,#a69a88,3.1,#beb269,2.18,,Agrimonia,Agrimonia eupatoria
KW_T_423_1_0094R,KW_T_423_1_0094R.tif_segmented.png,1189728,2994,3655,#6a6c54,7.52,#79785d,7.22,#93936e,6.46,#878665,6.16,#a68b8a,5.96,#aeac7f,3.89,#7d5255,3.7,#6f4748,1.84,#9f9e76,5.89,#c3bda7,1.91,#c3bda7,1.91,#b5af97,2.22,#aeac7f,3.89,#9f9e76,5.89,#93936e,6.46,#885f62,3.86,#7d5255,3.7,#937373,4.11,#93936e,6.46,#aeac7f,3.89,#90666a,1.5,#9b7377,0.98,#885d60,2.33,#7f5357,2.98,#73484b,1.74,#c3bda7,1.91,#b5af97,2.22,#aeac7f,3.89,#9f9e76,5.89,#93936e,6.46,,Malva,Malva sylvestris
KW_T_423_1_0096R,KW_T_423_1_0096R.tif_segmented.png,1013105,3001,3679,#8c876a,6.82,#7a7760,6.56,#dcd15d,6.53,#666551,6.41,#575743,6.15,#dcd15d,6.53,#d5c04f,2.28,#c0a247,3.21,#c7b358,1.88,#b0964c,3.35,#b2ae93,3.74,#a19d87,2.92,#9c9572,4.36,#8c876a,6.82,#7a7760,6.56,#dcd15d,6.53,#d5c04f,2.28,#c0a247,3.21,#c7b358,1.88,#b0964c,3.35,#dacc57,4.1,#dcd363,3.62,#d0b54c,1.88,#c1a142,1.56,#c0a651,2.03,#b2ae93,3.74,#a19d87,2.92,#9c9572,4.36,#8c876a,6.82,#7a7760,6.56,,Cytisus,Cytisus scoparius
KW_T_423_1_0098R,KW_T_423_1_0098R.tif_segmented.png,1388925,2996,3671,#65664e,11.31,#5a5c46,10.83,#6e6f55,9.95,#4d513f,6.52,#77775d,6.0,#d4c973,0.84,#c2ad57,1.66,#aa9247,1.67,#c8c39c,1.43,#5a5c46,10.83,#b8b49d,4.77,#c8c39c,1.43,#a49c7a,2.95,#b3ac87,3.19,#a5a291,2.81,#c2ad57,1.66,#d4c973,0.84,#aa9247,1.67,#c8c39c,1.43,#b3ac87,3.19,#c7b25a,1.09,#d5c970,0.9,#b69e4e,1.28,#a38b44,0.96,#d9d3a4,0.49,#b8b49d,4.77,#c8c39c,1.43,#a49c7a,2.95,#b3ac87,3.19,#a5a291,2.81,Asteraceae,Tussilago,Tussilago farfara
KW_T_423_1_0100R,KW_T_423_1_0100R.tif_segmented.png,1060935,2998,3679,#8e8a68,5.62,#838065,4.88,#9d9a70,4.69,#7c785c,4.44,#a7a678,4.01,#bfbc94,1.66,#b2af84,2.92,#a7a678,4.01,#9d9a70,4.69,#b4af97,2.61,#b4af97,2.61,#bfbc94,1.66,#a39f86,2.53,#b2af84,2.92,#949276,3.98,#b2af84,2.92,#9d9a70,4.69,#7c785c,4.44,#bfbc94,1.66,#a7a678,4.01,#b3b084,1.73,#99966e,2.21,#9f9c72,2.06,#aba97b,2.27,#938e68,2.36,#b4af97,2.61,#bfbc94,1.66,#a39f86,2.53,#b2af84,2.92,#949276,3.98,,Anisantha,Anisantha sterilis
KW_T_423_1_0102R,KW_T_423_1_0102R.tif_segmented.png,1619142,2998,3671,#626249,5.95,#686b52,5.84,#595c47,5.6,#a39e80,5.56,#717259,5.1,#b1ae85,4.36,#726449,4.62,#b6b099,2.73,#806f54,3.8,#9f936c,2.26,#b6b099,2.73,#b1ae85,4.36,#a39e80,5.56,#9f936c,2.26,#919175,4.34,#b1ae85,4.36,#7c7b63,4.29,#4a4838,2.63,#83866e,4.29,#877f5a,3.04,#d6d282,0.4,#c3b57e,0.75,#7c7555,4.25,#959876,2.44,#8c8d6d,2.43,#b6b099,2.73,#b1ae85,4.36,#a39e80,5.56,#9f936c,2.26,#919175,4.34,,Plantago,Plantago lanceolata
KW_T_423_1_0104R,KW_T_423_1_0104R.tif_segmented.png,585891,3001,3687,#847e65,5.29,#9c9575,5.13,#9c9b87,4.68,#aea87d,4.32,#7d7559,4.27,#c3ba88,3.41,#aea87d,4.32,#c1bca7,2.67,#9c9575,5.13,#938a68,4.14,#c1bca7,2.67,#b7b29c,3.0,#aca791,3.36,#9c9b87,4.68,#505143,0.91,#c3ba88,3.41,#aea87d,4.32,#7d7559,4.27,#505143,0.91,#847e65,5.29,#c8bc8a,1.93,#b6aa7b,0.68,#bbb484,1.46,#9f976a,0.84,#a9a476,0.98,#c1bca7,2.67,#b7b29c,3.0,#aca791,3.36,#9c9b87,4.68,#505143,0.91,,Cerastium,Cerastium arvense
KW_T_423_1_0106R,KW_T_423_1_0106R.tif_segmented.png,1968052,2996,3663,#737051,11.09,#6c6848,10.5,#626246,8.34,#8e8a62,8.34,#7e7c5c,7.4,#dbd160,4.44,#c8c575,2.31,#c0b15a,1.44,#cfc38c,1.19,#6c6848,10.5,#b9b49e,1.29,#a8a87f,3.81,#dbd160,4.44,#c0b15a,1.44,#cfc38c,1.19,#dbd160,4.44,#c0b15a,1.44,#c8c575,2.31,#a19354,3.1,#cfc38c,1.19,#dbd060,3.83,#c4b556,1.05,#c9c476,2.61,#bbb16c,1.92,#9f9154,2.55,#b9b49e,1.29,#a8a87f,3.81,#dbd160,4.44,#c0b15a,1.44,#cfc38c,1.19,,Euphorbia,Euphorbia palustris
KW_T_423_1_0108R,KW_T_423_1_0108R.tif_segmented.png,1237102,2998,3663,#6d6c56,7.02,#7f7c60,6.8,#75745d,6.75,#858469,6.49,#8f8d6d,5.47,#cbc393,1.09,#b9b47f,1.66,#aba979,2.8,#c5c2ab,2.47,#5c5741,1.53,#c5c2ab,2.47,#bab79f,2.43,#ada990,2.51,#cbc393,1.09,#9f9d81,3.04,#cbc393,1.09,#b9b47f,1.66,#7f7c60,6.8,#a39e70,2.28,#aba979,2.8,#c4bc82,0.6,#cdc495,0.73,#9d9769,1.24,#b2b07a,1.33,#a3a27e,1.67,#c5c2ab,2.47,#bab79f,2.43,#ada990,2.51,#cbc393,1.09,#9f9d81,3.04,Brassicaceae,Lepidium,Lepidium ruderale
KW_T_423_1_0110R,KW_T_423_1_0110R.tif_segmented.png,1784045,2996,3679,#6b684e,9.23,#636147,8.84,#747154,8.18,#595841,7.12,#928d67,6.29,#dcd36d,2.41,#cfbb55,1.31,#c0aa68,1.43,#927d52,1.87,#636147,8.84,#beb89f,2.38,#b5b388,2.51,#a59e86,1.96,#a8a978,3.51,#c0aa68,1.43,#dcd36d,2.41,#cfbb55,1.31,#c0aa68,1.43,#b5b388,2.51,#9d9a6e,5.63,#d7c55b,1.41,#ddd670,1.89,#c2ab4b,0.44,#c8b271,0.74,#b9a361,0.79,#beb89f,2.38,#b5b388,2.51,#a59e86,1.96,#a8a978,3.51,#c0aa68,1.43,,Geum,Geum urbanum
KW_T_423_1_0112R,KW_T_423_1_0112R.tif_segmented.png,1484732,2994,3667,#78745b,6.12,#6d6a54,5.14,#807c65,5.14,#8a856a,5.08,#95927b,3.91,#d4cd83,1.03,#bdb374,0.63,#b1af84,2.68,#a49f73,2.75,#c0bca3,2.19,#b4b198,2.71,#a5a189,3.35,#b1af84,2.68,#95927b,3.91,#c0bca3,2.19,#d4cd83,1.03,#bdb374,0.63,#b1af84,2.68,#a49f73,2.75,#807c65,5.14,#d6d17d,0.59,#b9b06d,0.51,#cfc58f,0.63,#a19861,0.69,#bcb984,0.89,#b4b198,2.71,#a5a189,3.35,#b1af84,2.68,#95927b,3.91,#c0bca3,2.19,,Descurainia,Descurainia sophia
KW_T_423_1_0114R,KW_T_423_1_0114R.tif_segmented.png,1542576,3029,3695,#766f51,6.59,#a4a16f,5.9,#6a654c,5.87,#948d62,5.74,#847f5c,5.46,#723c3a,1.53,#b1ae7e,3.36,#a4a16f,5.9,#ab7072,1.13,#7e564d,1.48,#723c3a,1.53,#7e564d,1.48,#ab9f8b,2.65,#ab7072,1.13,#8c6b58,3.1,#ab7072,1.13,#723c3a,1.53,#948d62,5.74,#b1ae7e,3.36,#a4a16f,5.9,#a76f71,1.17,#6d3735,0.87,#8e5e5a,1.53,#938c5d,2.18,#794541,0.99,#723c3a,1.53,#7e564d,1.48,#ab9f8b,2.65,#ab7072,1.13,#8c6b58,3.1,,Geranium,Geranium robertianum
KW_T_423_1_0116R,KW_T_423_1_0116R.tif_segmented.png,1107895,3027,3671,#6c6b56,8.16,#817d63,6.39,#757462,6.38,#777257,5.28,#8c8765,5.02,#b3b181,2.65,#a8a778,3.99,#6c6b56,8.16,#97936b,3.98,#9e9a77,4.31,#b3b181,2.65,#a5a089,2.84,#a8a778,3.99,#9e9a77,4.31,#97936b,3.98,#b3b181,2.65,#97936b,3.98,#817d63,6.39,#a8a778,3.99,#777257,5.28,#989469,1.85,#b4b280,1.8,#a6a481,1.45,#9f9b6e,1.61,#8f8b64,2.5,#b3b181,2.65,#a5a089,2.84,#a8a778,3.99,#9e9a77,4.31,#97936b,3.98,,Vicia,Vicia hirsuta
KW_T_423_1_0118R,KW_T_423_1_0118R.tif_segmented.png,1883890,3025,3667,#908b62,4.82,#6b6c56,4.05,#61624b,3.96,#9b966b,3.58,#77765f,3.49,#c5b357,1.22,#a18c44,1.14,#a9a778,3.22,#908b62,4.82,#9b966b,3.58,#a9a38c,3.39,#a9a778,3.22,#9b966b,3.58,#98957d,3.04,#908b62,4.82,#c5b357,1.22,#a18c44,1.14,#9b966b,3.58,#908b62,4.82,#a9a778,3.22,#cab958,0.73,#b39f4d,0.68,#d0c880,0.3,#9d883f,0.75,#b1ae81,1.39,#a9a38c,3.39,#a9a778,3.22,#9b966b,3.58,#98957d,3.04,#908b62,4.82,,Leucanthemum,Leucanthemum vulgare
KW_T_423_1_0120R,KW_T_423_1_0120R.tif_segmented.png,4875825,3029,3667,#67654f,7.06,#726f58,6.73,#7c775e,5.55,#9f9e75,4.86,#95926e,4.73,#aca97f,2.06,#9f9e75,4.86,#67654f,7.06,#5b5b46,4.61,#726f58,6.73,#a7a28d,3.31,#aca97f,2.06,#9f9e75,4.86,#9b9580,3.33,#95926e,4.73,#7c775e,5.55,#aca97f,2.06,#9f9e75,4.86,#95926e,4.73,#817d68,3.36,#b8b786,0.66,#cbb88b,0.37,#afac80,1.04,#9a9972,2.46,#92906a,1.4,#a7a28d,3.31,#aca97f,2.06,#9f9e75,4.86,#9b9580,3.33,#95926e,4.73,Poaceae,Poa,Poa annua
KW_T_423_1_0122R,KW_T_423_1_0122R.tif_segmented.png,902100,3029,3659,#b1ad82,3.87,#777358,3.85,#908865,3.61,#96906d,3.54,#9f9970,3.25,#bfbc86,1.78,#b1ad82,3.87,#a9a572,2.74,#7e6c4f,1.95,#b8b396,2.97,#6b664d,3.02,#777358,3.85,#7e6c4f,1.95,#837e63,3.12,#887c59,2.46,#bfbc86,1.78,#b1ad82,3.87,#a9a572,2.74,#9f9970,3.25,#837e63,3.12,#bdbb80,1.46,#a29a68,1.64,#d0c69a,1.21,#afab81,2.82,#ada974,2.16,#6b664d,3.02,#777358,3.85,#7e6c4f,1.95,#837e63,3.12,#887c59,2.46,,Potamogeton,Potamogeton cf compressus
KW_T_423_1_0124R,KW_T_423_1_0124R.tif_segmented.png,1230797,3031,3667,#727051,8.14,#7d7a58,7.56,#69684a,7.35,#a29f69,6.21,#89855f,5.68,#d4cc72,0.28,#aca970,4.09,#b6b67f,1.85,#a29f69,6.21,#69684a,7.35,#ada78e,2.05,#a7a57e,2.97,#9d9a77,3.82,#b6b67f,1.85,#aca970,4.09,#d4cc72,0.28,#989461,4.52,#aca970,4.09,#b6b67f,1.85,#a29f69,6.21,#d5ce6d,0.24,#948f5f,3.2,#b9b982,1.3,#b0ae73,2.79,#9f9b65,4.78,#ada78e,2.05,#a7a57e,2.97,#9d9a77,3.82,#b6b67f,1.85,#aca970,4.09,,Samolus,Samolus valerandi
KW_T_423_1_0126R,KW_T_423_1_0126R.tif_segmented.png,2051544,3031,3667,#615f47,10.63,#69674e,10.28,#575841,9.37,#726f54,8.64,#4e4f3c,7.27,#d1c96b,0.37,#aca973,2.66,#615f47,10.63,#575841,9.37,#bfa49c,0.67,#bfa49c,0.67,#aca98d,2.18,#9f9a7f,2.58,#aca973,2.66,#9b9767,1.94,#d1c96b,0.37,#434537,2.83,#aca973,2.66,#9b9767,1.94,#7b775b,5.86,#d4c85c,0.21,#c6c175,0.23,#969164,1.21,#b3b185,1.09,#acaa72,1.48,#bfa49c,0.67,#aca98d,2.18,#9f9a7f,2.58,#aca973,2.66,#9b9767,1.94,,Chenopodium,Chenopodium album
KW_T_423_1_0128R,KW_T_423_1_0128R.tif_segmented.png,403238,3035,3667,#8a8667,7.24,#939067,6.4,#807e61,6.27,#a3a07f,5.85,#9d9a75,5.72,#c7bd8c,1.8,#916654,1.78,#bcb282,1.72,#b58d79,0.98,#acab83,4.15,#b8b49b,4.28,#c7bd8c,1.8,#bcb282,1.72,#aca891,3.5,#acab83,4.15,#c7bd8c,1.8,#bcb282,1.72,#939067,6.4,#acab83,4.15,#807e61,6.27,#c1b582,1.33,#c8be8e,1.37,#afaa7d,1.75,#918e65,4.33,#a5a480,3.69,#b8b49b,4.28,#c7bd8c,1.8,#bcb282,1.72,#aca891,3.5,#acab83,4.15,,Stellaria,Stellaria graminea
KW_T_423_1_0130R,KW_T_423_1_0130R.tif_segmented.png,2644582,3035,3655,#5d6043,13.18,#55583d,12.36,#656849,11.05,#6d6f4f,9.17,#747859,7.11,#d2b62e,2.16,#d7c652,4.56,#d9d06a,4.33,#c7b24a,2.09,#b49b3e,1.92,#c0b765,1.89,#ad9f57,1.87,#a08a46,3.24,#b49b3e,1.92,#d9d06a,4.33,#d2b62e,2.16,#d7c652,4.56,#c7b24a,2.09,#d9d06a,4.33,#b49b3e,1.92,#d2b429,1.5,#d3bd43,2.73,#dbd05d,3.25,#d4c456,2.92,#bca43e,1.72,#c0b765,1.89,#ad9f57,1.87,#a08a46,3.24,#b49b3e,1.92,#d9d06a,4.33,,Nuphar,Nuphar lutea
KW_T_423_1_0132R,KW_T_423_1_0132R.tif_segmented.png,2221965,3035,3663,#69664b,6.9,#727051,6.23,#5f5f44,6.19,#7e7c5a,5.88,#55563d,5.59,#b5ae7e,2.52,#a9a172,2.68,#bab498,4.33,#55563d,5.59,#635144,2.51,#bab498,4.33,#a8a087,3.13,#b5ae7e,2.52,#958b76,2.92,#a9a172,2.68,#b5ae7e,2.52,#a9a172,2.68,#9b966b,3.93,#4a4938,3.83,#8c8863,5.2,#d8d4ab,1.31,#9a9362,1.53,#aea673,1.76,#b5b07f,1.37,#ded9b2,1.48,#bab498,4.33,#a8a087,3.13,#b5ae7e,2.52,#958b76,2.92,#a9a172,2.68,,Teucrium,Teucrium scorodonia
KW_T_423_1_0134R,KW_T_423_1_0134R.tif_segmented.png,1122406,3035,3671,#605e49,5.94,#807b5f,5.51,#948d6d,5.41,#9c9573,5.4,#8b8566,5.38,#baae93,5.19,#b1b17e,1.77,#b0a388,4.95,#a5a478,3.1,#555341,4.12,#baae93,5.19,#555341,4.12,#b1b17e,1.77,#605e49,5.94,#b0a388,4.95,#807b5f,5.51,#b1b17e,1.77,#796e50,2.09,#a5a478,3.1,#75745a,4.85,#a9a682,1.69,#b2b27f,1.54,#9c9c76,2.66,#96936d,3.04,#837d5d,3.11,#baae93,5.19,#555341,4.12,#b1b17e,1.77,#605e49,5.94,#b0a388,4.95,Fabaceae,Trifolium,Trifolium arvense
KW_T_423_1_0136R,KW_T_423_1_0136R.tif_segmented.png,998780,3035,3679,#67684f,8.59,#737156,7.88,#817a5a,7.25,#5e5e46,6.5,#898665,6.17,#b3a77b,2.03,#685643,5.85,#a5a375,4.11,#76624e,5.54,#bd9c9b,1.62,#b5ae9b,2.83,#b3a77b,2.03,#a6988f,3.74,#a5a375,4.11,#9c9c70,5.27,#b3a77b,2.03,#bd9c9b,1.62,#92926a,5.86,#817a5a,7.25,#a5a375,4.11,#906869,0.86,#ad8183,0.49,#b49f6f,1.31,#a7a47f,1.31,#94946b,6.12,#b5ae9b,2.83,#b3a77b,2.03,#a6988f,3.74,#a5a375,4.11,#9c9c70,5.27,,Centaurea,Centaurea jacea
KW_T_423_1_0138R,KW_T_423_1_0138R.tif_segmented.png,770971,3035,3687,#5b5441,8.09,#887d65,7.57,#5f5e4a,7.27,#6e6750,6.72,#746d57,6.18,#5b5441,8.09,#524638,2.66,#b5af96,2.1,#695e49,5.94,#a39b79,3.18,#b5af96,2.1,#aaa289,2.85,#a39b79,3.18,#9a9078,3.85,#948d68,3.58,#7b745f,5.08,#746d57,6.18,#948d68,3.58,#6e6750,6.72,#5b5441,8.09,#beb285,0.31,#cabd90,0.21,#ada881,0.88,#929069,2.02,#7c7556,2.75,#b5af96,2.1,#aaa289,2.85,#a39b79,3.18,#9a9078,3.85,#948d68,3.58,,Asplenium,Asplenium ruta-muraria
KW_T_423_1_0140R,KW_T_423_1_0140R.tif_segmented.png,1816460,3035,3663,#c0bba5,3.47,#7f775f,3.14,#8b846b,2.97,#948f76,2.93,#aaa48a,2.64,#cdc597,1.04,#beb385,1.5,#aca577,1.68,#7d6c51,2.17,#625c44,1.07,#625c44,1.07,#6f6a52,1.88,#7d6c51,2.17,#7f775f,3.14,#8b846b,2.97,#cdc597,1.04,#beb385,1.5,#aca577,1.68,#9f9a6f,2.11,#7f775f,3.14,#cec58f,0.43,#bcb180,0.63,#c4b98c,0.53,#aaa677,1.23,#d0c9a2,0.54,#625c44,1.07,#6f6a52,1.88,#7d6c51,2.17,#7f775f,3.14,#8b846b,2.97,,Deschampsia,Deschampsia cespitosa
KW_T_423_1_0142R,KW_T_423_1_0142R.tif_segmented.png,569596,3033,3667,#7a744e,8.53,#837958,7.85,#8c845b,6.55,#726b48,6.23,#a39e65,5.85,#d7c663,0.5,#bfbb85,3.39,#c7a99b,1.65,#a39e65,5.85,#afaa73,3.86,#b6b09a,3.04,#a78478,1.34,#ad9f8a,3.17,#c7a99b,1.65,#bfbb85,3.39,#d7c663,0.5,#bfbb85,3.39,#97905e,4.64,#a39e65,5.85,#afaa73,3.86,#dac966,0.49,#bfbb87,3.12,#aca76b,3.57,#958f60,4.73,#9f9a64,5.5,#b6b09a,3.04,#a78478,1.34,#ad9f8a,3.17,#c7a99b,1.65,#bfbb85,3.39,,Hydrocotyle,Hydrocotyle vulgaris
KW_T_423_1_0144R,KW_T_423_1_0144R.tif_segmented.png,880038,3035,3671,#696146,8.25,#706a4e,7.89,#797354,5.78,#99966e,5.37,#89825e,4.65,#cec37c,0.76,#5d4f3b,2.68,#696146,8.25,#ada877,2.98,#c1bba1,3.49,#c1bba1,3.49,#b8b29b,3.44,#cec37c,0.76,#b1ab8e,3.65,#a29b84,3.22,#cec37c,0.76,#ada877,2.98,#99966e,5.37,#948e65,3.97,#7f795b,4.24,#c7b670,0.47,#cfc996,0.79,#b1a270,0.81,#97956d,5.67,#a18b58,0.74,#c1bba1,3.49,#b8b29b,3.44,#cec37c,0.76,#b1ab8e,3.65,#a29b84,3.22,,Parnassia,Parnassia palustris
KW_T_423_1_0146R,KW_T_423_1_0146R.tif_segmented.png,1166361,3035,3671,#5f604c,7.5,#939375,7.23,#88886c,6.81,#545542,5.55,#807e64,5.37,#d1c883,1.0,#804a42,1.57,#b8a974,2.31,#af7a6c,0.82,#936b59,2.13,#c2bda5,3.18,#b4ad94,3.29,#d1c883,1.0,#b8a974,2.31,#a19e82,4.76,#d1c883,1.0,#b8a974,2.31,#804a42,1.57,#807e64,5.37,#77745d,4.98,#d0c77b,0.6,#d6cf91,0.35,#b8a971,1.06,#a79866,1.16,#bfb182,0.97,#c2bda5,3.18,#b4ad94,3.29,#d1c883,1.0,#b8a974,2.31,#a19e82,4.76,,Rumex,Rumex acetosella
KW_T_423_1_0148R,KW_T_423_1_0148R.tif_segmented.png,477652,2994,3667,#726b4f,7.53,#dad479,6.39,#a19c76,5.84,#918a69,5.48,#afab83,5.47,#dad479,6.39,#d6ce6d,4.49,#c8bf6f,3.1,#c2b661,2.74,#b1a966,3.78,#bbb597,2.65,#afab83,5.47,#a19c76,5.84,#918a69,5.48,#9d9562,3.5,#d6ce6d,4.49,#dad479,6.39,#c2b661,2.74,#c8bf6f,3.1,#a99d56,3.31,#d8d06e,4.57,#dad579,5.66,#ccc36f,3.09,#c3b764,3.1,#aa9d57,2.95,#bbb597,2.65,#afab83,5.47,#a19c76,5.84,#918a69,5.48,#9d9562,3.5,Crassulaceae,Sedum,Sedum acre
KW_T_423_1_0150R,KW_T_423_1_0150R.tif_segmented.png,1545030,2994,3667,#7d7a5a,7.76,#706d50,7.47,#646146,7.4,#89865f,6.92,#918f6b,5.98,#dacf63,1.65,#ccb74b,1.15,#beb263,0.64,#beae86,2.51,#9c8951,0.68,#bdb8a0,3.36,#beae86,2.51,#aca686,5.36,#9d9877,5.53,#beb263,0.64,#ccb74b,1.15,#dacf63,1.65,#beb263,0.64,#9c8951,0.68,#9a9665,5.15,#d2bf53,1.3,#dad169,1.37,#bba747,0.61,#baa97e,1.62,#9e9965,4.11,#bdb8a0,3.36,#beae86,2.51,#aca686,5.36,#9d9877,5.53,#beb263,0.64,,Potentilla,Potentilla reptans
