plant_id,volume,species_raw,species_current,genus,epithet,group,family,dutch_name,kb_link,multi_species,all_species
KW_T_423_5_0050L,5,Veronica hederifolia,Veronica hederifolia,Veronica,hederifolia,Flowering plants,Poaceae,Bochtige smele,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/12/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Veronica hederifolia
KW_T_423_5_0052L,5,Tragopogon pratensis,Tragopogon pratensis subsp. pratensis,Tragopogon,pratensis subsp. pratensis,Flowering plants,Poaceae,Buntgras,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/13/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Tragopogon pratensis subsp. pratensis
KW_T_423_5_0054L,5,Carduus (Serratula) arvensis,Cirsium arvense,Cirsium,arvense,Flowering plants,Poaceae,Ruw beemdgras,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/14/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Cirsium arvense
KW_T_423_5_0056L,5,Solidago virgaurea,Solidago virgaurea,Solidago,virgaurea,Flowering plants,Poaceae,Goudhaver,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/15/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Solidago virgaurea
KW_T_423_5_0058L,5,Corylus avellana,Corylus avellana,Corylus,avellana,Flowering plants,Poaceae,Riet,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/16/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Corylus avellana
KW_T_423_5_0060L,5,Galium (Valantia) cruciatum,Cruciata laevipes,Cruciata,laevipes,Flowering plants,Poaceae,Engels raaigras,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/17/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Cruciata laevipes
KW_T_423_5_0062L,5,Gentiana pneumonanthe,Gentiana pneumonanthe,Gentiana,pneumonanthe,Flowering plants,Poaceae,Zandhaver,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/18/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Gentiana pneumonanthe
KW_T_423_5_0064L,5,Pastinaca sativa,Pastinaca sativa subsp. sativa,Pastinaca,sativa subsp. sativa,Flowering plants,Caprifoliaceae,Grote kaardebol,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/19/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Pastinaca sativa subsp. sativa
KW_T_423_5_0066L,5,Juncus bulbosa,Juncus articulatus,Juncus,articulatus,Flowering plants,Caprifoliaceae,Blauwe knoop,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/20/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Juncus articulatus
KW_T_423_5_0068L,5,Hypochoeris radicata,Hypochaeris radicata,Hypochaeris,radicata,Flowering plants,Caprifoliaceae,Duifkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/21/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Hypochaeris radicata
KW_T_423_5_0070L,5,Chenopodium hirsutum,Bassia hirsuta,Bassia,hirsuta,Flowering plants,Rubiaceae,Glad walstro,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/22/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Bassia hirsuta
KW_T_423_5_0072L,5,Atriplex littoralis,Atriplex littoralis,Atriplex,littoralis,Flowering plants,Boraginaceae,Moerasvergeet-mij-nietje,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/23/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Atriplex littoralis
KW_T_423_5_0074L,5,Juncus lampocarpos,Juncus articulatus,Juncus,articulatus,Flowering plants,Boraginaceae,Gewone smeerwortel,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/24/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Juncus articulatus
KW_T_423_5_0076L,5,Arenaria marina,Spergularia media,Spergularia,media,Flowering plants,Boraginaceae,Slangenkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/25/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Spergularia media
KW_T_423_5_0078L,5,Aster puniceus,Symphyotrichum puniceum,Symphyotrichum,puniceum,Flowering plants,Primulaceae,Penningkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/26/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Symphyotrichum puniceum
KW_T_423_5_0080L,5,Salicornia herbacea,Salicornia europaea,Salicornia,europaea,Flowering plants,Convolvulaceae,Haagwinde,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/27/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Salicornia europaea
KW_T_423_5_0082L,5,Hordeum murinum,Hordeum murinum,Hordeum,murinum,Flowering plants,Campanulaceae,Rapunzelklokje,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/28/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Hordeum murinum
KW_T_423_5_0084L,5,Hordeum pratense,Hordeum secalinum,Hordeum,secalinum,Flowering plants,Campanulaceae,Groot spiegelklokje,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/29/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Hordeum secalinum
KW_T_423_5_0086L,5,Hordeum maritimum,Hordeum marinum,Hordeum,marinum,Flowering plants,Scrophulariaceae,Koningskaars,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/30/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Hordeum marinum
KW_T_423_5_0088L,5,Conyza squarrosa,Inula conyzae,Inula,conyzae,Flowering plants,Rhamnaceae,Wegedoorn,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/31/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Inula conyzae
KW_T_423_5_0090L,5,Ruppia rostellata,Ruppia maritima,Ruppia,maritima,Flowering plants,Rhamnaceae,Sporkehout,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/32/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Ruppia maritima
KW_T_423_5_0092L,5,Ornithogalum umbellatum,Ornithogalum umbellatum,Ornithogalum,umbellatum,Flowering plants,Caryophyllaceae,Grondster,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/33/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Ornithogalum umbellatum
KW_T_423_5_0094L,5,Epilobium palustre,Epilobium palustre,Epilobium,palustre,Flowering plants,Apiaceae,Grote watereppe,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/35/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Epilobium palustre
KW_T_423_5_0096L,5,Crepis biennis,Crepis biennis,Crepis,biennis,Flowering plants,Plumbaginaceae,Engels gras,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/36/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Crepis biennis
KW_T_423_5_0098L,5,Carex riparia,Carex riparia/acutiformis,Carex,riparia/acutiformis,Flowering plants,Nartheciaceae,Beenbreek,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/37/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Carex riparia/acutiformis
KW_T_423_5_0100L,5,Poa procumbens,Puccinellia rupestris,Puccinellia,rupestris,Flowering plants,Asparagaceae,Dalkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/38/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Puccinellia rupestris
KW_T_423_5_0102L,5,Arenaria salina,Spergularia salina,Spergularia,salina,Flowering plants,Juncaceae,Gewone veldbies,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/39/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Spergularia salina
KW_T_423_5_0104L,5,Trifolium repens,Trifolium repens,Trifolium,repens,Flowering plants,Berberidaceae,Zuurbes,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/40/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Trifolium repens
KW_T_423_5_0106L,5,Trifolium fragiferum,Trifolium fragiferum,Trifolium,fragiferum,Flowering plants,Polygonaceae,Gewoon varkensgras,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/41/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Trifolium fragiferum
KW_T_423_5_0108L,5,Carlina vulgaris,Carlina vulgaris,Carlina,vulgaris,Flowering plants,Ericaceae,Rond wintergroen,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/42/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Carlina vulgaris
KW_T_423_5_0110L,5,Schedonorus elatior,Schedonorus arundinaceus,Schedonorus,arundinaceus,Flowering plants,Crassulaceae,Wit vetkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/43/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Schedonorus arundinaceus
KW_T_423_5_0112L,5,Gentiana uliginosa,Gentianella amarella,Gentianella,amarella,Flowering plants,Caryophyllaceae,Bolderik,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/44/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Gentianella amarella
KW_T_423_5_0114L,5,Aegopodium podagraria,Aegopodium podagraria,Aegopodium,podagraria,Flowering plants,Rosaceae,Zoete kers,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/45/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Aegopodium podagraria
KW_T_423_5_0116L,5,Rumex Acetosa,Rumex acetosa,Rumex,acetosa,Flowering plants,Papaveraceae,Stinkende gouwe,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/46/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Rumex acetosa
KW_T_423_5_0118L,5,Glechoma hederacea,Glechoma hederacea,Glechoma,hederacea,Flowering plants,Ranunculaceae,Egelboterbloem,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/47/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Glechoma hederacea
KW_T_423_5_0120L,5,Veronica peregrina,Veronica peregrina,Veronica,peregrina,Flowering plants,Lamiaceae,Witte munt,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/48/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Veronica peregrina
KW_T_423_5_0122L,5,Tulipa sylvestris,Tulipa sylvestris,Tulipa,sylvestris,Flowering plants,Lamiaceae,Watermunt,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/49/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Tulipa sylvestris
KW_T_423_5_0124L,5,Andromeda polifolia,Andromeda polifolia,Andromeda,polifolia,Flowering plants,Lamiaceae,Wilde marjolein,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/51/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Andromeda polifolia
KW_T_423_5_0126L,5,Honkenya peploides,Honckenya peploides,Honckenya,peploides,Flowering plants,Orobanchaceae,Wilde weit,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/53/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Honckenya peploides
KW_T_423_5_0128L,5,Parietaria diffusa,Parietaria judaica,Parietaria,judaica,Flowering plants,Plantaginaceae,Vlasbekje,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/54/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Parietaria judaica
KW_T_423_5_0130L,5,Poa distans,Puccinellia distans subsp. distans,Puccinellia,distans subsp. distans,Flowering plants,Brassicaceae,Grote varkenskers,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/56/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Puccinellia distans subsp. distans
KW_T_423_5_0132L,5,Poa maritima,Puccinella maritima,Puccinella,maritima,Flowering plants,Brassicaceae,Gewone steenraket,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/57/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Puccinella maritima
KW_T_423_5_0134L,5,Oxycoccus palustris,Oxycoccus palustris,Oxycoccus,palustris,Flowering plants,Papaveraceae,Rankende helmbloem,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/58/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Oxycoccus palustris
KW_T_423_5_0136L,5,Alyssum calycinum,Alyssum alyssoides,Alyssum,alyssoides,Flowering plants,Polygalaceae,Gewone vleugeltjesbloem,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/59/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Alyssum alyssoides
KW_T_423_5_0138L,5,Arabis Thaliana,Arabidopsis thaliana,Arabidopsis,thaliana,Flowering plants,Fabaceae,Wondklaver,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/62/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Arabidopsis thaliana
KW_T_423_5_0140L,5,Galium palustre,Galium palustre,Galium,palustre,Flowering plants,Fabaceae,Aardaker,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/63/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Galium palustre
KW_T_423_5_0142L,5,Galium Aparine,Galium aparine,Galium,aparine,Flowering plants,Fabaceae,Veldlathyrus,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/64/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Galium aparine
KW_T_423_5_0144L,5,Chenopodium maritimum,Suaeda maritima,Suaeda,maritima,Flowering plants,Fabaceae,Vogelwikke,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/65/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Suaeda maritima
KW_T_423_5_0146L,5,Lamium album,Lamium album,Lamium,album,Flowering plants,Fabaceae,Sikkelklaver,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/67/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Lamium album
KW_T_423_5_0148L,5,Geranium Phaeum,Geranium phaeum,Geranium,phaeum,Flowering plants,Fabaceae,Hopklaver,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/68/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Geranium phaeum
KW_T_423_5_0150L,5,Viola arvensis,Viola arvensis,Viola,arvensis,Flowering plants,Asteraceae,Echt bitterkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/69/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Viola arvensis
KW_T_423_5_0152L,5,Chaerophyllum sativum,Anthriscus cerefolium,Anthriscus,cerefolium,Flowering plants,Asteraceae,Gewone melkdistel,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/70/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Anthriscus cerefolium
KW_T_423_5_0154L,5,Chaerophyllum sylvestre,Anthriscus sylvestris,Anthriscus,sylvestris,Flowering plants,Asteraceae,Schermhavikskruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/72/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Anthriscus sylvestris
KW_T_423_5_0156L,5,Hyacinthus botryoides,Muscari botryoides,Muscari,botryoides,Flowering plants,Asteraceae,Akkerkool,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/73/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Muscari botryoides
KW_T_423_5_0158L,5,Carex panicea,Carex panicea,Carex,panicea,Flowering plants,Asteraceae,Kruldistel,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/74/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Carex panicea
KW_T_423_5_0160L,5,Valeriana dioica,Valeriana dioica,Valeriana,dioica,Flowering plants,Asteraceae,Spaanse ruiter,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/75/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Valeriana dioica
KW_T_423_5_0162L,5,Myosotis arvensis,Myosotis arvensis,Myosotis,arvensis,Flowering plants,Asteraceae,Knikkend tandzaad,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/76/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Myosotis arvensis
KW_T_423_5_0164L,5,Crataegus oxyacantha,Crataegus monogyna,Crataegus,monogyna,Flowering plants,Asteraceae,Boerenwormkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/77/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Crataegus monogyna
KW_T_423_5_0166L,5,Crataegus oxyacanthoides,Crataegus laevigata,Crataegus,laevigata,Flowering plants,Asteraceae,Dwergviltkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/78/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Crataegus laevigata
KW_T_423_5_0168L,5,Equisetum arvense,Equisetum arvense,Equisetum,arvense,Flowering plants,Asteraceae,Groot hoefblad,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/79/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Equisetum arvense
KW_T_423_6_0009R,6,Veronica teucrium,Veronica austriaca subsp. teucrium,Veronica,austriaca subsp. teucrium,Flowering plants,Asteraceae,Klein kruiskruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/80/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Veronica austriaca subsp. teucrium
KW_T_423_6_0011L,6,Alopecurus geniculatus,Alopecurus geniculatus,Alopecurus,geniculatus,Flowering plants,Asteraceae,Wilde bertram,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/82/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Alopecurus geniculatus
KW_T_423_6_0013L,6,Solanum dulcamara,Solanum dulcamara,Solanum,dulcamara,Flowering plants,Asteraceae,Duizendblad,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/83/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Solanum dulcamara
KW_T_423_6_0015L,6,Stellaria palustris,Stellaria palustris,Stellaria,palustris,Flowering plants,Orchidaceae,Welriekende nachtorchis,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/84/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Stellaria palustris
KW_T_423_6_0017L,6,Sisymbrium amphibium,Rorippa amphibia,Rorippa,amphibia,Flowering plants,Orchidaceae,Moeraswespenorchis,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/85/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Rorippa amphibia
KW_T_423_6_0019L,6,Agrostis alba,Agrostis spec.,Agrostis,spec.,Flowering plants,Euphorbiaceae,Tuinbingelkruid,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/87/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Agrostis spec.
KW_T_423_6_0021L,6,Agrostis vulgaris,Agrostis capillaris,Agrostis,capillaris,Flowering plants,Poaceae,Veenreukgras,https://galerij.kb.nl/kb.html#/nl/florabatava03/page/88/zoom/3/lat/-69.162557908105/lng/-39.19921875,False,Agrostis capillaris
KW_T_423_6_0023L,6,Lychnis sylvestris,Silene dioica,Silene,dioica,Flowering plants,Onagraceae,Groot heksenkruid,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/8/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Silene dioica
KW_T_423_6_0025L,6,Bidens tripartita,Bidens tripartita,Bidens,tripartita,Flowering plants,Plantaginaceae,Schildereprijs,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/9/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Bidens tripartita
KW_T_423_6_0027L,6,Arnica montana,Arnica montana,Arnica,montana,Flowering plants,Lentibulariaceae,Loos blaasjeskruid,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/10/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Arnica montana
KW_T_423_6_0029L,6,Phalaris canariensis,Phalaris canariensis,Phalaris,canariensis,Flowering plants,Lamiaceae,Veldsalie,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/11/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Phalaris canariensis
KW_T_423_6_0031L,6,Viola palustris,Viola palustris,Viola,palustris,Flowering plants,Poaceae,Zanddoddegras,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/12/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Viola palustris
KW_T_423_6_0033L,6,Viola odorata,Viola odorata,Viola,odorata,Flowering plants,Poaceae,Liesgras,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/13/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Viola odorata
KW_T_423_6_0035L,6,Arenaria trinervis,Moehringia trinervia,Moehringia,trinervia,Flowering plants,Poaceae,Bevertjes,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/14/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Moehringia trinervia
KW_T_423_6_0037L,6,Lamium incisum,Lamium hybridum,Lamium,hybridum,Flowering plants,Poaceae,,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/15/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Lamium hybridum
KW_T_423_6_0039L,6,Alopecurus pratensis,Alopecurus pratensis,Alopecurus,pratensis,Flowering plants,Plantaginaceae,Grote weegbree,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/17/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Alopecurus pratensis
KW_T_423_6_0041L,6,Pedicularis palustris,Pedicularis palustris,Pedicularis,palustris,Flowering plants,Plantaginaceae,Ruige weegbree,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/18/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Pedicularis palustris
KW_T_423_6_0043L,6,Iberis nudicaulis,Teesdalia nudicaulis,Teesdalia,nudicaulis,Flowering plants,Plantaginaceae,Zeeweegbree,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/19/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Teesdalia nudicaulis
KW_T_423_6_0045L,6,Erysimum alliaria,Alliaria petiolata,Alliaria,petiolata,Flowering plants,Campanulaceae,Grasklokje,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/20/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Alliaria petiolata
KW_T_423_6_0047L,6,Gnaphalium germanicum,Filago vulgaris,Filago,vulgaris,Flowering plants,Balsaminaceae,Groot springzaad,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/21/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Filago vulgaris
KW_T_423_6_0049L,6,Epilobium roseum,Epilobium roseum,Epilobium,roseum,Flowering plants,Gentianaceae,Strandduizendguldenkruid,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/22/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Epilobium roseum
KW_T_423_6_0051L,6,Polygonum hydropiper,Persicaria hydropiper,Persicaria,hydropiper,Flowering plants,Amaranthaceae,Korrelganzenvoet,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/23/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Persicaria hydropiper
KW_T_423_6_0053L,6,Polygonum minus,Persicaria minor,Persicaria,minor,Flowering plants,Ulmaceae,Ruwe iep,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/24/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Persicaria minor
KW_T_423_6_0055L,6,Prunus spinosa,Prunus spinosa,Prunus,spinosa,Flowering plants,Apiaceae,Fijne kervel,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/25/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Prunus spinosa
KW_T_423_6_0057L,6,Chrysanthemum segetum,Glebionis segetum,Glebionis,segetum,Flowering plants,Apiaceae,Gewone engelwortel,https://galerij.kb.nl/kb.html#/nl/florabatava04/page/26/zoom/3/lat/-68.46379955520322/lng/-47.98828124999999,False,Glebionis segetum
